id,supermarket,category,name,price,reference_price,reference_unit,insert_date
249059,mercadona-es,marisco,Navajas,3.7,7.4,kg,2020-07-21 16:06:00
249060,mercadona-es,marisco,Cañaílla,2.6,5.2,kg,2020-07-21 16:06:00
249061,mercadona-es,marisco,Clóchina Valenciana,4.95,4.95,kg,2020-07-21 16:06:00
249062,mercadona-es,marisco,Carne de almeja Hacendado ultracongelada,2.49,12.45,kg,2020-07-21 16:06:00
249063,mercadona-es,marisco,Mejillón gordo,2.85,2.85,kg,2020-07-21 16:06:00
249064,mercadona-es,marisco,Palitos de surimi Pescanova,2.19,4.76,kg,2020-07-21 16:06:00
249065,mercadona-es,marisco,Palitos de surimi Pescanova,3.99,4.34,kg,2020-07-21 16:06:00
249066,mercadona-es,marisco,Tronquitos de surimi Pescanova ultracongelados,1.99,3.32,kg,2020-07-21 16:06:00
249067,mercadona-es,marisco,Tronquitos de surimi Pescanova ultracongelados,3.85,3.21,kg,2020-07-21 16:06:00
249068,mercadona-es,marisco,Muslitos de surimi Pescanova ultracongelados,2.15,4.78,kg,2020-07-21 16:06:00
249069,mercadona-es,marisco,Caracoles precocidos Hacendado ultracongelados,2.09,5.97,kg,2020-07-21 16:06:00
249070,mercadona-es,marisco,Surimi rallado Pescanova,1.5,8.11,kg,2020-07-21 16:06:00
249071,mercadona-es,marisco,Tallarimis Pescanova,1.95,7.8,kg,2020-07-21 16:06:00
249072,mercadona-es,pescado_en_bandeja,Rodaja de emperador,6.18,15.45,kg,2020-07-21 16:06:00
249073,mercadona-es,pescado_en_bandeja,Escalopines de salmón sin espinas,8.2,20.5,kg,2020-07-21 16:06:00
249074,mercadona-es,pescado_en_bandeja,Anguriñas de surimi Pescanova,2.19,8.76,kg,2020-07-21 16:06:00
249075,mercadona-es,pescado_en_bandeja,Anguriñas de surimi Pescanova,3.99,7.98,kg,2020-07-21 16:06:00
249076,mercadona-es,pescado_en_bandeja,Rodajas de salmón,6.6,16.5,kg,2020-07-21 16:06:00
249077,mercadona-es,pescado_en_bandeja,Bacalao al punto de sal,5.98,11.95,kg,2020-07-21 16:06:00
249078,mercadona-es,pescado_en_bandeja,Filetes de lubina,7.8,19.5,kg,2020-07-21 16:06:00
249079,mercadona-es,pescado_en_bandeja,Bacalao estilo pil pil,3.75,16.3,kg,2020-07-21 16:06:00
249080,mercadona-es,pescado_en_bandeja,Rodajas de potón a la gallega Hacendado,3.75,10.71,kg,2020-07-21 16:06:00
249081,mercadona-es,pescado_en_bandeja,Langostino cocido,5.75,9.58,kg,2020-07-21 16:06:00
249082,mercadona-es,pescado_en_bandeja,Salmón al curry Hacendado,5.5,16.92,kg,2020-07-21 16:06:00
249083,mercadona-es,pescado_en_bandeja,Elaborado de salmón y merluza,2,5.56,kg,2020-07-21 16:06:00
249084,mercadona-es,pescado_en_bandeja,Filetes de dorada,7.2,18.95,kg,2020-07-21 16:06:00
249085,mercadona-es,pescado_en_bandeja,Filete de salmón,7.2,18,kg,2020-07-21 16:06:00
249086,mercadona-es,pescado_en_bandeja,Filetes de trucha,5.22,13.05,kg,2020-07-21 16:06:00
249087,mercadona-es,pescado_en_bandeja,Pulpo cocido,7.5,30,kg,2020-07-21 16:06:00
249088,mercadona-es,pescado_en_bandeja,Anguriñas al ajillo Pescanova,2.1,8.4,kg,2020-07-21 16:06:00
249089,mercadona-es,pescado_en_bandeja,Arreglo para paella de marisco,8,10,kg,2020-07-21 16:06:00
249090,mercadona-es,pescado_en_bandeja,Salpicón de marisco,4.95,9.9,kg,2020-07-21 16:06:00
249091,mercadona-es,pescado_en_bandeja,Salmón al curry con arroz,3.5,12.73,kg,2020-07-21 16:06:00
249092,mercadona-es,pescado_en_bandeja,Huevas cocidas de merluzas Embumar,2.15,10.75,kg,2020-07-21 16:06:00
249093,mercadona-es,pescado_en_bandeja,Caracoles en salsa mediterránea,3.95,7.18,kg,2020-07-21 16:06:00
249094,mercadona-es,pescado_en_bandeja,Mejillón vivo y limpio,2.8,3.73,kg,2020-07-21 16:06:00
249095,mercadona-es,pescado_en_bandeja,Rodaja rejo cocido,4.5,18,kg,2020-07-21 16:06:00
249096,mercadona-es,pescado_en_bandeja,Plancha de salmón,16.82,19,kg,2020-07-21 16:06:00
249097,mercadona-es,pescado_en_bandeja,Filete de atún,7.28,28,kg,2020-07-21 16:06:00
249098,mercadona-es,pescado_congelado,Filetes de merluza Argentina sin piel Hacendado ultracongelados,5.95,6.13,kg,2020-07-21 16:06:00
249099,mercadona-es,pescado_congelado,Filetes de panga ultracongelados,4.7,5.22,kg,2020-07-21 16:06:00
249100,mercadona-es,pescado_congelado,Filetes de merluza del cabo sin piel Hacendado ultracongelados,3.85,6.64,kg,2020-07-21 16:06:00
249101,mercadona-es,pescado_congelado,Rodaja de emperador Hacendado congelado,3.83,14.2,kg,2020-07-21 16:06:00
249102,mercadona-es,pescado_congelado,Lomos de atún aleta amarilla Escuris ultracongelados,2.68,9.94,kg,2020-07-21 16:06:00
249103,mercadona-es,pescado_congelado,Filetes de bacalao sin espinas Hacendado congelado,4.25,11.33,kg,2020-07-21 16:06:00
249104,mercadona-es,pescado_congelado,Medallones de merluza del cabo Hacendado ultracongelados,3.6,7.42,kg,2020-07-21 16:06:00
249105,mercadona-es,pescado_congelado,Filete de salmón rosado salvaje con piel Hacendado congelado,2.88,10.11,kg,2020-07-21 16:06:00
249106,mercadona-es,pescado_congelado,Rodajas de emperador pequeñas Hacendado ultracongeladas,8.75,9.72,kg,2020-07-21 16:06:00
249107,mercadona-es,pescado_congelado,Lomos y centros de merluza del cabo Hacendado ultracongelados,3.2,8,kg,2020-07-21 16:06:00
249108,mercadona-es,pescado_congelado,Anguriñas de surimi Pescanova ultracongeladas,2.19,8.42,kg,2020-07-21 16:06:00
249109,mercadona-es,pescado_congelado,Fritura de pescado Hacendado ultracongelada,4.49,7.48,kg,2020-07-21 16:06:00
249110,mercadona-es,pescado_congelado,Porciones de bacalao sin espinas y sin piel Hacendado congelado,5.98,9.97,kg,2020-07-21 16:06:00
249111,mercadona-es,pescado_congelado,Rodaja de tintorera con piel Hacendado congelada,2.89,4.28,kg,2020-07-21 16:06:00
249112,mercadona-es,pescado_congelado,Porciones de merluza del cabo Hacendado ultracongeladas,3.8,7.6,kg,2020-07-21 16:06:00
249113,mercadona-es,pescado_congelado,Pescadilla de merluza del cabo sin cabeza Hacendado ultracongelada,3.95,3.95,kg,2020-07-21 16:06:00
249114,mercadona-es,pescado_congelado,Cola de rape del cabo Hacendado congelada,7.98,15.95,kg,2020-07-21 16:06:00
249115,mercadona-es,pescado_congelado,Lomo de bacalao sin espinas Hacendado congelado,5.25,13.46,kg,2020-07-21 16:06:00
249116,mercadona-es,pescado_congelado,Filetes de abadejo de Alaska sin piel Hacendado ultracongelados,4.95,5.82,kg,2020-07-21 16:06:00
249117,mercadona-es,pescado_congelado,Filetes de merluza del cabo grandes sin piel Hacendado ultracongelados,7.25,7.47,kg,2020-07-21 16:06:00
249118,mercadona-es,pescado_congelado,Filete de fletán negro Hacendado congelado,4.2,14,kg,2020-07-21 16:06:00
249119,mercadona-es,pescado_congelado,Merluza del cabo sin cabeza Hacendado congelada,3.74,5.35,kg,2020-07-21 16:06:00
249120,mercadona-es,pescado_congelado,Anguriñas de surimi Pescanova ultracongeladas,3.99,7.67,kg,2020-07-21 16:06:00
249121,mercadona-es,pescado_congelado,Lenguado entero Hacendado ultracongelado,5.9,9.83,kg,2020-07-21 16:06:00
249122,mercadona-es,pescado_congelado,Lomos de salmón de Noruega sin piel y sin espinas Hacendado congelado,4.89,19.56,kg,2020-07-21 16:06:00
249123,mercadona-es,pescado_congelado,Migas de bacalao sin espinas y sin piel Hacendado congeladas,2.98,9.93,kg,2020-07-21 16:06:00
249124,mercadona-es,pescado_congelado,Rodajas de rape del cabo sin piel Mascato congeladas,6.75,22.5,kg,2020-07-21 16:06:00
249125,mercadona-es,pescado_congelado,Albóndigas de bacalao Camós congeladas,1.5,3.75,kg,2020-07-21 16:06:00
249126,mercadona-es,pescado_congelado,Aritos de surimi a la romana Pescanova ultracongelados,2.19,3.5,kg,2020-07-21 16:06:00
249127,mercadona-es,pescado_congelado,Merluza empanada pan fino Hacendado ultracongelada,2.85,5.59,kg,2020-07-21 16:06:00
249128,mercadona-es,pescado_congelado,Filetes de merluza al huevo Hacendado ultracongelados,3.95,6.58,kg,2020-07-21 16:06:00
249129,mercadona-es,pescado_congelado,Varitas de merluza empanadas Hacendado ultracongeladas,2.5,5,kg,2020-07-21 16:06:00
249130,mercadona-es,pescado_congelado,Empanadillas de atún Hacendado ultracongeladas,1.6,3.2,kg,2020-07-21 16:06:00
249131,mercadona-es,pescado_congelado,Mini empanadillas de atún Hacendado ultracongeladas,1.7,3.4,kg,2020-07-21 16:06:00
249132,mercadona-es,pescado_congelado,Palitos de merluza a la romana Hacendado ultracongelados,1.85,3.7,kg,2020-07-21 16:06:00
249133,mercadona-es,pescado_congelado,Figuritas de merluza empanadas Hacendado ultracongeladas,2.75,5.5,kg,2020-07-21 16:06:00
249134,mercadona-es,pescado_congelado,Croquetas de bacalao minis Camós congeladas,1.7,5.67,kg,2020-07-21 16:06:00
249135,mercadona-es,pescado_congelado,Nuggets de merluza Pescanova ultracongelados,1.99,6.03,kg,2020-07-21 16:06:00
249136,mercadona-es,pescado_congelado,Chipirones enharinados Hacendado ultracongelado,4.15,10.38,kg,2020-07-21 16:06:00
249137,mercadona-es,pescado_congelado,Langostino caballitos rebozados Hacendado ultracongelados,2.95,9.83,kg,2020-07-21 16:06:00
249138,mercadona-es,pescado_congelado,Filetes de boquerón en tempura Hacendado ultracongelado,2.95,7.38,kg,2020-07-21 16:06:00
249139,mercadona-es,pescado_congelado,Croquetas de merluza y gambas Preli ultracongeladas,1.5,4.29,kg,2020-07-21 16:06:00
249140,mercadona-es,pescado_congelado,Buñuelos de bacalao Fresno ultracongelados,1.75,5,kg,2020-07-21 16:06:00
249141,mercadona-es,pescado_congelado,Chanquitos enharinados Pescanova ultracongelados,1.65,8.92,kg,2020-07-21 16:06:00
249142,mercadona-es,pescado_congelado,Rabas empanadas Hacendado ultracongeladas,3.3,6.6,kg,2020-07-21 16:06:00
249143,mercadona-es,pescado_congelado,Anillas a la romana Hacendado ultracongeladas,3.4,6.8,kg,2020-07-21 16:06:00
249144,mercadona-es,pescado_congelado,Tubo de pota Hacendado congelado,4.1,13.67,kg,2020-07-21 16:06:00
249145,mercadona-es,pescado_congelado,Sepia limpia Hacendado congelada,5.95,14.88,kg,2020-07-21 16:06:00
249146,mercadona-es,pescado_congelado,Sepia limpia troceada Hacendado congelada,3.95,10.97,kg,2020-07-21 16:06:00
249147,mercadona-es,pescado_congelado,Calamar limpio troceado Hacendado congelado,3.95,8.32,kg,2020-07-21 16:06:00
249148,mercadona-es,pescado_congelado,Rodaja de potón del pacífico cocido Hacendado congelado,4.75,10,kg,2020-07-21 16:06:00
249149,mercadona-es,pescado_congelado,Sepia limpia pequeña Hacendado congelada,3.95,10.97,kg,2020-07-21 16:06:00
249150,mercadona-es,pescado_congelado,Tiras de potón del Pacífico Hacendado congeladas,3.5,8.75,kg,2020-07-21 16:06:00
249151,mercadona-es,pescado_congelado,Tinta de sepia Nortindal congelada,1.2,3.75,100 g,2020-07-21 16:06:00
249152,mercadona-es,pescado_congelado,Anillas de pota Argentina Hacendado congeladas,4.6,12.78,kg,2020-07-21 16:06:00
249153,mercadona-es,pescado_congelado,Pulpo crudo grande Hacendado congelado,16.84,12.95,kg,2020-07-21 16:06:00
249154,mercadona-es,pescado_congelado,Chipirón puntilla Hacendado congelado,3.75,8.33,kg,2020-07-21 16:06:00
249155,mercadona-es,pescado_congelado,Pulpo cocido troceado Profand congelado,6.95,24.39,kg,2020-07-21 16:06:00
249156,mercadona-es,salazones_y_ahumados,Boquerones en vinagre Hacendado en aceite de girasol,1.65,27.5,kg,2020-07-21 16:06:00
249157,mercadona-es,salazones_y_ahumados,Palito de bacalao seco y salado Ubago,2.44,28.75,kg,2020-07-21 16:06:00
249158,mercadona-es,salazones_y_ahumados,Migas de bacalao desaladas Hacendado,4.35,17.4,kg,2020-07-21 16:06:00
249159,mercadona-es,salazones_y_ahumados,Boquerones al vinagre Hacendado en aceite de girasol,5.1,19.25,kg,2020-07-21 16:06:00
249160,mercadona-es,salazones_y_ahumados,Migas de bacalao al estilo inglés Ubago,3,30,kg,2020-07-21 16:06:00
249161,mercadona-es,salazones_y_ahumados,Filetes de sardina marinada Hacendado en aceite de oliva virgen extra,1.3,26,kg,2020-07-21 16:06:00
249162,mercadona-es,salazones_y_ahumados,Sucedáneo de caviar negro Ubago Caviartic,1.85,24.67,kg,2020-07-21 16:06:00
249163,mercadona-es,salazones_y_ahumados,Migas de bacalao Ubago,4.4,14.67,kg,2020-07-21 16:06:00
249164,mercadona-es,salazones_y_ahumados,Anchoas del cantábrico Consorcio en aceite de oliva,3.4,68,kg,2020-07-21 16:06:00
249165,mercadona-es,salazones_y_ahumados,Bacalao seco y salado Ubago,10.84,13.55,kg,2020-07-21 16:06:00
249166,mercadona-es,salazones_y_ahumados,Sardinas saladas y prensadas Ubago,1.8,5.63,kg,2020-07-21 16:06:00
249167,mercadona-es,salazones_y_ahumados,Capellanes bacaladilla seca salada Hacendado,2.6,11.3,kg,2020-07-21 16:06:00
249168,mercadona-es,salazones_y_ahumados,Huevas de lumpo Hacendado,2.1,28,kg,2020-07-21 16:06:00
249169,mercadona-es,salazones_y_ahumados,Salmón ahumado Ubago,2.7,27,kg,2020-07-21 16:06:00
249170,mercadona-es,salazones_y_ahumados,Salmón ahumado Ubago,9.5,25,kg,2020-07-21 16:06:00
249171,mercadona-es,salazones_y_ahumados,Bacalao ahumado Ubago en aceite de girasol,2.3,28.75,kg,2020-07-21 16:06:00
249172,mercadona-es,salazones_y_ahumados,Salmón marinado Ubago,2.35,29.38,kg,2020-07-21 16:06:00
249173,mercadona-es,salazones_y_ahumados,Mojama de atún superior en lonchas Ubago,1.9,38,kg,2020-07-21 16:06:00
249174,mercadona-es,salazones_y_ahumados,Mojama de atún superior en taco Ubago,5.8,29,kg,2020-07-21 16:06:00
249175,mercadona-es,cerdo,Costillas de cerdo carnosas a tacos,3.17,5.99,kg,2020-07-21 16:06:00
249176,mercadona-es,cerdo,Filetes lomo de cerdo,2.64,6.59,kg,2020-07-21 16:06:00
249177,mercadona-es,cerdo,Filetes lomo de cerdo familiar,5.84,6.49,kg,2020-07-21 16:06:00
249178,mercadona-es,cerdo,Carrillada de cerdo,4.22,9.6,kg,2020-07-21 16:06:00
249179,mercadona-es,cerdo,Costilla de cerdo ibérico adobada,2.34,3.9,kg,2020-07-21 16:06:00
249180,mercadona-es,cerdo,Chuletas de cerdo sajonia,2.31,9.25,kg,2020-07-21 16:06:00
249181,mercadona-es,cerdo,Costilla de cerdo churrasco,4.95,4.95,kg,2020-07-21 16:06:00
249182,mercadona-es,cerdo,Panceta,2.75,5.5,kg,2020-07-21 16:06:00
249183,mercadona-es,cerdo,Patas de cerdo,2,4,kg,2020-07-21 16:06:00
249184,mercadona-es,cerdo,Cerdo a tacos,3.7,5.29,kg,2020-07-21 16:06:00
249185,mercadona-es,cerdo,Lomo de cerdo adobado,3.2,6.8,kg,2020-07-21 16:06:00
249186,mercadona-es,cerdo,San Jacobos de cerdo,1.64,4.1,kg,2020-07-21 16:06:00
249187,mercadona-es,cerdo,Filetes lomo de cerdo cabeza,2.97,5.4,kg,2020-07-21 16:06:00
249188,mercadona-es,cerdo,Lomo de cerdo trozo,3.44,4.3,kg,2020-07-21 16:06:00
249189,mercadona-es,cerdo,Flautas de bacón y queso,1.7,6.16,kg,2020-07-21 16:06:00
249190,mercadona-es,cerdo,Secreto de cerdo,2.64,6.59,kg,2020-07-21 16:06:00
249191,mercadona-es,cerdo,Solomillo de cerdo,3.25,6.25,kg,2020-07-21 16:06:00
249192,mercadona-es,cerdo,Media careta de cerdo sin oreja,1.66,3.95,kg,2020-07-21 16:06:00
249193,mercadona-es,cerdo,Manteca de cerdo Mont-Palau para cocinar,1.85,4.63,kg,2020-07-21 16:06:00
249194,mercadona-es,cerdo,Fiambre de magro de cerdo adobado,3.26,7.25,kg,2020-07-21 16:06:00
249195,mercadona-es,cerdo,Filetes de cerdo magro jamón,2.55,4.9,kg,2020-07-21 16:06:00
249196,mercadona-es,cerdo,Codillo de cerdo,1.58,3.3,kg,2020-07-21 16:06:00
249197,mercadona-es,cerdo,Filetes hígado de cerdo,1.34,2.98,kg,2020-07-21 16:06:00
249198,mercadona-es,cerdo,Filetes lomo al ajillo,3.63,7.25,kg,2020-07-21 16:06:00
249199,mercadona-es,cerdo,Filetes de cerdo empanados,2.62,6.56,kg,2020-07-21 16:06:00
249200,mercadona-es,cerdo,Pinchos de cerdo con varilla,3.52,11.65,kg,2020-07-21 16:06:00
249201,mercadona-es,cerdo,Lomo de cerdo grueso,1.77,5.9,kg,2020-07-21 16:06:00
249202,mercadona-es,cerdo,Costilla de cerdo carnosa,3.5,5,kg,2020-07-21 16:06:00
249203,mercadona-es,cerdo,Libritos lomo de cerdo,2.68,5.95,kg,2020-07-21 16:06:00
249204,mercadona-es,cerdo,Presa de cerdo ibérico,5.06,21.1,kg,2020-07-21 16:06:00
249205,mercadona-es,cerdo,Lomo de cerdo ibérico adobado,3.74,17,kg,2020-07-21 16:06:00
249206,mercadona-es,cerdo,Secreto de cerdo ibérico,4.16,16.64,kg,2020-07-21 16:06:00
249207,mercadona-es,cerdo,Sesos de cerdo,1.8,13.85,kg,2020-07-21 16:06:00
249208,mercadona-es,cerdo,Solomillo de cerdo ibérico,6.62,17.9,kg,2020-07-21 16:06:00
249209,mercadona-es,cerdo,Medallones preparado de solomillo cerdo provenzal,3.74,9.35,kg,2020-07-21 16:06:00
249210,mercadona-es,cerdo,Pinchos de cerdo sin varilla,4.21,8.25,kg,2020-07-21 16:06:00
249211,mercadona-es,cerdo,Chuletas lomo de cerdo,4.41,4.9,kg,2020-07-21 16:06:00
249212,mercadona-es,cerdo,Chuletas aguja de cerdo,3.05,4.69,kg,2020-07-21 16:06:00
249213,mercadona-es,cerdo,Lomo de cerdo ibérico,4.42,15.52,kg,2020-07-21 16:06:00
249214,mercadona-es,cerdo,Solomillo de cerdo marinado con romero,6.09,8.7,kg,2020-07-21 16:06:00
249215,mercadona-es,cerdo,Solomillo de cerdo marinado con setas,6.09,8.7,kg,2020-07-21 16:06:00
249216,mercadona-es,cerdo,Costilla de cerdo a tiras,4,5,kg,2020-07-21 16:06:00
249217,mercadona-es,aves_y_pollo,Filetes pechuga de pavo,4.08,6.8,kg,2020-07-21 16:06:00
249218,mercadona-es,aves_y_pollo,Chuletas de pavo contramuslo,2.45,4.9,kg,2020-07-21 16:06:00
249219,mercadona-es,aves_y_pollo,Tacos de pavo,3.48,5.8,kg,2020-07-21 16:06:00
249220,mercadona-es,aves_y_pollo,Solomillo de pavo,3,6,kg,2020-07-21 16:06:00
249221,mercadona-es,aves_y_pollo,Chuletas de pavo al ajillo,3.48,5.8,kg,2020-07-21 16:06:00
249222,mercadona-es,aves_y_pollo,Brochetas de pavo,3.98,7.95,kg,2020-07-21 16:06:00
249223,mercadona-es,aves_y_pollo,Pechugas de pavo pimentón,3.76,6.49,kg,2020-07-21 16:06:00
249224,mercadona-es,aves_y_pollo,Tacos de pavo al ajillo,2.88,4.8,kg,2020-07-21 16:06:00
249225,mercadona-es,aves_y_pollo,Filetes de pavo contramuslo,3.33,5.95,kg,2020-07-21 16:06:00
249226,mercadona-es,aves_y_pollo,Codornices abiertas,2.61,8.7,kg,2020-07-21 16:06:00
249227,mercadona-es,aves_y_pollo,Foie gras de pato loncheado,7.45,49.67,kg,2020-07-21 16:06:00
249228,mercadona-es,aves_y_pollo,Codornices,2.87,8.2,kg,2020-07-21 16:06:00
249229,mercadona-es,aves_y_pollo,Magret de pato,7.22,19,kg,2020-07-21 16:06:00
249230,mercadona-es,aves_y_pollo,Medallones solomillo de pavo,2.89,9.65,kg,2020-07-21 16:06:00
249231,mercadona-es,aves_y_pollo,Filetes pechuga de pollo corte fino,3.9,7.8,kg,2020-07-21 16:06:00
249232,mercadona-es,aves_y_pollo,Filetes pechuga de pollo,4.62,7.1,kg,2020-07-21 16:06:00
249233,mercadona-es,aves_y_pollo,Contramuslos de pollo deshuesados y sin piel,2.71,6.3,kg,2020-07-21 16:06:00
249234,mercadona-es,aves_y_pollo,Solomillos de pollo,3.74,7.48,kg,2020-07-21 16:06:00
249235,mercadona-es,aves_y_pollo,Pechugas de pollo enteras,6.47,5.39,kg,2020-07-21 16:06:00
249236,mercadona-es,aves_y_pollo,Cuartos traseros familiar de pollo,3.74,2.34,kg,2020-07-21 16:06:00
249237,mercadona-es,aves_y_pollo,Cuartos traseros de pollo,2.2,2.75,kg,2020-07-21 16:06:00
249238,mercadona-es,aves_y_pollo,Muslos de pollo deshuesados con piel,2.1,4.2,kg,2020-07-21 16:06:00
249239,mercadona-es,aves_y_pollo,Pechugas de pollo enteras,3.06,6.12,kg,2020-07-21 16:06:00
249240,mercadona-es,aves_y_pollo,Medio pollo troceado,3.2,3.55,kg,2020-07-21 16:06:00
249241,mercadona-es,aves_y_pollo,Brochetas de pollo,2.95,8.55,kg,2020-07-21 16:06:00
249242,mercadona-es,aves_y_pollo,Jamoncitos de pollo,3.62,3.94,kg,2020-07-21 16:06:00
249243,mercadona-es,aves_y_pollo,Alas de pollo partidas,3.18,4.55,kg,2020-07-21 16:06:00
249244,mercadona-es,aves_y_pollo,Carcasa y espinazo de pollo,1.15,1.15,kg,2020-07-21 16:06:00
249245,mercadona-es,aves_y_pollo,Pechugas de pollo empanadas marinadas,4.23,6.5,kg,2020-07-21 16:06:00
249246,mercadona-es,aves_y_pollo,Filetes pechuga de pollo rural,4.25,8.5,kg,2020-07-21 16:06:00
249247,mercadona-es,aves_y_pollo,Flautas de pollo y queso,1.7,6.23,kg,2020-07-21 16:06:00
249248,mercadona-es,aves_y_pollo,Pechugas de pollo finas hierbas marinadas,4.68,7.2,kg,2020-07-21 16:06:00
249249,mercadona-es,aves_y_pollo,Pollo entero,4.73,2.49,kg,2020-07-21 16:06:00
249250,mercadona-es,aves_y_pollo,Hígados y corazones de pollo,1.44,3.2,kg,2020-07-21 16:06:00
249251,mercadona-es,aves_y_pollo,Cuartos traseros de pollo rural,3.83,4.25,kg,2020-07-21 16:06:00
249252,mercadona-es,aves_y_pollo,Nuggets de pollo,2.11,6.76,kg,2020-07-21 16:06:00
249253,mercadona-es,aves_y_pollo,Medallones pechuga de pollo marinado,4,6.15,kg,2020-07-21 16:06:00
249254,mercadona-es,aves_y_pollo,Contramuslos de pollo sin piel,3.26,3.62,kg,2020-07-21 16:06:00
249255,mercadona-es,aves_y_pollo,Alas de pollo adobadas,3.06,4.5,kg,2020-07-21 16:06:00
249256,mercadona-es,aves_y_pollo,Fajitas pollo y verduras,3.5,8.75,kg,2020-07-21 16:06:00
249257,mercadona-es,aves_y_pollo,Alas de pollo,3.67,3.75,kg,2020-07-21 16:06:00
249258,mercadona-es,aves_y_pollo,Contramuslos de pollo marinados con piel,3.39,5.65,kg,2020-07-21 16:06:00
249259,mercadona-es,aves_y_pollo,Delicias de fiambre pollo y queso,2.5,8.62,kg,2020-07-21 16:06:00
249260,mercadona-es,aves_y_pollo,Carcasa de pollo rural,1.88,2.5,kg,2020-07-21 16:06:00
249261,mercadona-es,aves_y_pollo,Pollo entero troceado,4.35,2.9,kg,2020-07-21 16:06:00
249262,mercadona-es,aves_y_pollo,Jamoncitos de pollo rural,4.38,5.15,kg,2020-07-21 16:06:00
249263,mercadona-es,aves_y_pollo,Pollo rural entero,6.46,3.59,kg,2020-07-21 16:06:00
249264,mercadona-es,aves_y_pollo,Medio pollo rural troceado,4.7,4.95,kg,2020-07-21 16:06:00
249265,mercadona-es,aves_y_pollo,Pechugas de pollo rural enteras,4.37,7.95,kg,2020-07-21 16:06:00
249266,mercadona-es,aves_y_pollo,Alas de pollo rural partidas,3.78,6.4,kg,2020-07-21 16:06:00
249267,mercadona-es,aves_y_pollo,Mollejas de pollo,1.74,4.35,kg,2020-07-21 16:06:00
249268,mercadona-es,aves_y_pollo,Sangre hervida de pollo,1.7,3.4,kg,2020-07-21 16:06:00
249269,mercadona-es,aves_y_pollo,Patas de pollo,2.34,3.35,kg,2020-07-21 16:06:00
249270,mercadona-es,aves_y_pollo,Medio pollo,2.3,2.55,kg,2020-07-21 16:06:00
249271,mercadona-es,aves_y_pollo,Pechugas de pollo con hueso y con piel,2.94,4.9,kg,2020-07-21 16:06:00
